#do_sensitivity.py --input_csv sensitivity_info --bias .03 --output_dir sensitivity_output --covariate_dir ./covariates/
alpha,delta,Rsq
0.2736,0.00013877917049489347,0.08153657352429894
0.2741,0.00013843066516805162,0.08153657329706447
0.2746,0.00013808342897932662,0.08153657307102907
0.2751,0.00013773745500866272,0.08153657284618376
0.2756,0.00013739273638622374,0.0815365726225214
0.2761,0.00013704926629193537,0.08153657240003324
0.2766,0.00013670703795503765,0.08153657217871134
0.2771,0.00013636604465363977,0.0815365719585484
0.2776,0.00013602627971427833,0.08153657173953566
0.2781,0.0001356877365114843,0.08153657152166588
0.2786,0.00013535040846735072,0.08153657130493124
0.2791,0.00013501428905110725,0.08153657108932388
0.2796,0.00013467937177869834,0.08153657087483597
0.2801,0.00013434565021236763,0.08153657066146063
0.2806,0.00013401311796024343,0.08153657044919013
0.2811,0.0001336817686759318,0.08153657023801698
0.2816,0.00013335159605811246,0.08153657002793349
0.2821,0.0001330225938501403,0.08153656981893298
0.2826,0.00013269475583964861,0.081536569611008
0.2831,0.00013236807585815895,0.08153656940415127
0.2836,0.0001320425477806943,0.08153656919835578
0.2841,0.00013171816552539598,0.08153656899361438
0.2846,0.00013139492305314502,0.0815365687899201
0.2851,0.00013107281436718757,0.08153656858726611
0.2856,0.00013075183351276366,0.08153656838564564
0.2861,0.00013043197457674046,0.08153656818505178
0.2866,0.0001301132316872488,0.08153656798547732
0.2871,0.00012979559901332499,0.08153656778691606
0.2876,0.00012947907076455402,0.08153656758936143
0.2881,0.00012916364119071785,0.08153656739280639
0.28859999999999997,0.00012884930458144812,0.08153656719724472
0.28909999999999997,0.00012853605526588047,0.08153656700266991
0.28959999999999997,0.000128223887612314,0.08153656680907534
0.29009999999999997,0.00012791279602787403,0.08153656661645484
0.29059999999999997,0.00012760277495817743,0.08153656642480195
0.29109999999999997,0.00012729381888700256,0.0815365662341103
0.29159999999999997,0.00012698592233596203,0.08153656604437379
0.29209999999999997,0.00012667907986417887,0.08153656585558637
0.29259999999999997,0.00012637328606796575,0.08153656566774184
0.29309999999999997,0.00012606853558050785,0.08153656548083382
0.29359999999999997,0.00012576482307154955,0.08153656529485656
0.2941,0.00012546214324708283,0.08153656510980416
0.2946,0.00012516049084903994,0.08153656492567045
0.2951,0.00012485986065498904,0.08153656474244968
0.2956,0.00012456024747783284,0.08153656456013608
0.2961,0.00012426164616550974,0.08153656437872343
0.2966,0.0001239640516006999,0.0815365641982068
0.2971,0.00012366745870053073,0.0815365640185797
0.2976,0.0001233718624162897,0.08153656383983694
0.2981,0.00012307725773313608,0.08153656366197241
0.2986,0.0001227836396698191,0.0815365634849812
0.2991,0.00012249100327839542,0.08153656330885732
0.2996,0.00012219934364395268,0.08153656313359571
0.3001,0.00012190865588433294,0.0815365629591904
0.3006,0.00012161893514986168,0.08153656278563633
0.3011,0.00012133017662307713,0.08153656261292809
0.3016,0.00012104237551846361,0.08153656244106032
0.3021,0.00012075552708218706,0.08153656227002781
0.3026,0.00012046962659183361,0.08153656209982552
0.3031,0.00012018466935614949,0.08153656193044768
0.3036,0.00011990065071478601,0.08153656176188993
0.3041,0.00011961756603804371,0.08153656159414646
0.3046,0.00011933541072662259,0.08153656142721291
0.3051,0.00011905418021137111,0.08153656126108356
0.3056,0.00011877386995304139,0.081536561095754
0.3061,0.00011849447544204358,0.08153656093121874
0.3066,0.00011821599219820506,0.08153656076747341
0.3071,0.00011793841577052996,0.08153656060451267
0.3076,0.00011766174173696311,0.08153656044233192
0.3081,0.00011738596570415437,0.08153656028092646
0.3086,0.00011711108330722631,0.0815365601202912
0.3091,0.0001168370902095445,0.08153655996042211
0.3096,0.00011656398210248792,0.08153655980131347
0.3101,0.00011629175470522535,0.08153655964296151
0.3106,0.00011602040376448955,0.08153655948536102
0.3111,0.00011574992505435734,0.08153655932850797
0.3116,0.00011548031437602905,0.08153655917239729
0.3121,0.0001152115675576122,0.08153655901702495
0.3126,0.00011494368045390553,0.08153655886238616
0.3131,0.00011467664894618623,0.08153655870847623
0.3136,0.00011441046894199965,0.08153655855529177
0.3141,0.00011414513637494791,0.08153655840282707
0.3146,0.00011388064720448602,0.081536558251079
0.3151,0.00011361699741571369,0.0815365581000423
0.3156,0.00011335418301917455,0.08153655794971314
0.3161,0.0001130922000506535,0.08153655780008716
0.3166,0.00011283104457097815,0.08153655765116029
0.3171,0.00011257071266582078,0.08153655750292817
0.3176,0.00011231120044550332,0.08153655735538669
0.3181,0.00011205250404480355,0.08153655720853215
0.3186,0.00011179461962276246,0.08153655706235985
0.3191,0.00011153754336249517,0.08153655691686587
0.3196,0.00011128127147100225,0.08153655677204635
0.3201,0.00011102580017898284,0.08153655662789715
0.3206,0.00011077112574065044,0.0815365564844145
0.3211,0.0001105172444335491,0.08153655634159424
0.3216,0.00011026415255837281,0.08153655619943245
0.3221,0.00011001184643878553,0.08153655605792559
0.3226,0.00010976032242124281,0.08153655591706947
0.3231,0.00010950957687481585,0.0815365557768602
0.3236,0.00010925960619101707,0.0815365556372944
0.3241,0.00010901040678362617,0.08153655549836801
0.3246,0.00010876197508851908,0.081536555360077
0.3251,0.00010851430756349869,0.08153655522241839
0.3256,0.00010826740068812524,0.08153655508538818
0.3261,0.00010802125096354988,0.0815365549489821
0.3266,0.00010777585491235067,0.08153655481319731
0.3271,0.00010753120907836687,0.08153655467802975
0.3276,0.00010728731002653829,0.08153655454347641
0.3281,0.00010704415434274324,0.08153655440953313
0.3286,0.00010680173863364024,0.08153655427619667
0.3291,0.00010656005952650934,0.08153655414346311
0.3296,0.00010631911366909694,0.08153655401132964
0.3301,0.00010607889772945922,0.08153655387979254
0.3306,0.00010583940839580936,0.08153655374884805
0.3311,0.00010560064237636557,0.08153655361849299
0.3316,0.00010536259639920002,0.081536553488724
0.3321,0.00010512526721208946,0.08153655335953831
0.3326,0.00010488865158236599,0.0815365532309312
0.3331,0.00010465274629677301,0.0815365531029009
0.3336,0.00010441754816131648,0.08153655297544304
0.3341,0.00010418305400112321,0.08153655284855472
0.3346,0.00010394926066029702,0.08153655272223291
0.3351,0.00010371616500177702,0.08153655259647404
0.3356,0.00010348376390719774,0.08153655247127503
0.3361,0.00010325205427674997,0.08153655234663287
0.3366,0.0001030210330290427,0.08153655222254429
0.3371,0.00010279069710096676,0.08153655209900627
0.3376,0.00010256104344755923,0.08153655197601546
0.3381,0.0001023320690418696,0.08153655185356905
0.3386,0.00010210377087482641,0.08153655173166383
0.3391,0.00010187614595510557,0.08153655161029665
0.3396,0.00010164919130900002,0.08153655148946475
0.3401,0.00010142290398028972,0.08153655136916516
0.3406,0.00010119728103011343,0.08153655124939461
0.3411,0.0001009723195368418,0.08153655113015033
0.3416,0.00010074801659595088,0.08153655101142926
0.3421,0.0001005243693198974,0.08153655089322857
0.3426,0.00010030137483799498,0.08153655077554582
0.3431,0.00010007903029629,0.081536550658377
0.3436,9.985733285744246e-05,0.08153655054172047
0.3441,9.963627970060256e-05,0.0815365504255728
0.3446,9.941586802129251e-05,0.08153655030993098
0.3451,9.9196095031288e-05,0.08153655019479274
0.3456,9.897695795850023e-05,0.08153655008015544
0.3461,9.875845404685848e-05,0.0815365499660153
0.3466,9.854058055619696e-05,0.0815365498523707
0.3471,9.832333476213757e-05,0.08153654973921813
0.3476,9.810671395597839e-05,0.0815365496265555
0.3481,9.789071544457965e-05,0.08153654951437964
0.3486,9.767533655025322e-05,0.08153654940268808
0.3491,9.746057461065133e-05,0.08153654929147826
0.3496,9.724642697865696e-05,0.08153654918074743
0.3501,9.703289102227517e-05,0.0815365490704929
0.3506,9.681996412452561e-05,0.08153654896071258
0.3511,9.660764368333464e-05,0.08153654885140335
0.3516,9.63959271114301e-05,0.08153654874256244
0.35209999999999997,9.618481183623683e-05,0.08153654863418831
0.35259999999999997,9.597429529977053e-05,0.08153654852627762
0.35309999999999997,9.576437495853647e-05,0.08153654841882817
0.35359999999999997,9.555504828342572e-05,0.08153654831183729
0.35409999999999997,9.53463127596142e-05,0.0815365482053023
0.35459999999999997,9.513816588646221e-05,0.08153654809922135
0.35509999999999997,9.493060517741355e-05,0.08153654799359142
0.35559999999999997,9.472362815989793e-05,0.08153654788841082
0.35609999999999997,9.4517232375231e-05,0.0815365477836762
0.3566,9.431141537851892e-05,0.08153654767938587
0.3571,9.410617473856061e-05,0.08153654757553745
0.3576,9.39015080377521e-05,0.08153654747212857
0.3581,9.369741287199161e-05,0.081536547369156
0.3586,9.34938868505864e-05,0.08153654726661838
0.3591,9.32909275961582e-05,0.08153654716451335
0.3596,9.308853274455087e-05,0.08153654706283812
0.3601,9.288669994473935e-05,0.08153654696159102
0.3606,9.268542685873747e-05,0.08153654686076918
0.3611,9.248471116150873e-05,0.08153654676037056
0.3616,9.228455054087654e-05,0.08153654666039337
0.3621,9.208494269743436e-05,0.0815365465608343
0.3626,9.188588534445987e-05,0.08153654646169259
0.3631,9.168737620782492e-05,0.08153654636296487
0.3636,9.148941302591129e-05,0.08153654626464958
0.3641,9.129199354952342e-05,0.08153654616674445
0.3646,9.109511554180343e-05,0.08153654606924686
0.3651,9.089877677814754e-05,0.0815365459721555
0.3656,9.070297504612079e-05,0.08153654587546763
0.3661,9.050770814537519e-05,0.0815365457791813
0.3666,9.031297388756681e-05,0.08153654568329463
0.3671,9.011877009627373e-05,0.08153654558780517
0.3676,8.992509460691561e-05,0.08153654549271101
0.3681,8.973194526667297e-05,0.08153654539801039
0.3686,8.953931993440694e-05,0.08153654530370075
0.3691,8.934721648058102e-05,0.08153654520978013
0.3696,8.915563278718223e-05,0.08153654511624693
0.3701,8.896456674764298e-05,0.08153654502309905
0.3706,8.877401626676411e-05,0.08153654493033438
0.3711,8.858397926063821e-05,0.08153654483795066
0.3716,8.839445365657438e-05,0.08153654474594685
0.3721,8.820543739302097e-05,0.08153654465431978
0.3726,8.801692841949316e-05,0.08153654456306798
0.3731,8.782892469649772e-05,0.08153654447219012
0.3736,8.764142419545881e-05,0.08153654438168367
0.3741,8.745442489864617e-05,0.08153654429154686
0.3746,8.726792479910203e-05,0.08153654420177771
0.3751,8.708192190056972e-05,0.08153654411237438
0.3756,8.689641421742227e-05,0.0815365440233352
0.3761,8.671139977459155e-05,0.08153654393465808
0.3766,8.652687660749878e-05,0.0815365438463416
0.3771,8.634284276198385e-05,0.08153654375838319
0.3776,8.615929629423787e-05,0.08153654367078172
0.3781,8.597623527073344e-05,0.08153654358353503
0.3786,8.57936577681577e-05,0.08153654349664193
0.3791,8.561156187334346e-05,0.08153654341009912
0.3796,8.54299456832049e-05,0.08153654332390625
0.3801,8.524880730466915e-05,0.0815365432380616
0.3806,8.506814485461071e-05,0.08153654315256258
0.3811,8.488795645978734e-05,0.08153654306740797
0.3816,8.470824025677425e-05,0.08153654298259581
0.3821,8.452899439190039e-05,0.08153654289812438
0.3826,8.435021702118465e-05,0.08153654281399231
0.3831,8.417190631027239e-05,0.08153654273019754
0.3836,8.399406043437285e-05,0.08153654264673837
0.3841,8.381667757819718e-05,0.08153654256361345
0.3846,8.363975593589598e-05,0.0815365424808207
0.3851,8.346329371099919e-05,0.08153654239835936
0.3856,8.328728911635338e-05,0.08153654231622656
0.3861,8.311174037406351e-05,0.08153654223442115
0.3866,8.293664571543214e-05,0.08153654215294201
0.3871,8.276200338089943e-05,0.08153654207178683
0.3876,8.258781161998525e-05,0.08153654199095439
0.3881,8.241406869122998e-05,0.08153654191044281
0.3886,8.224077286213704e-05,0.08153654183025077
0.3891,8.206792240911487e-05,0.08153654175037688
0.3896,8.189551561741967e-05,0.08153654167081904
0.3901,8.172355078109913e-05,0.08153654159157592
0.3906,8.15520262029362e-05,0.08153654151264607
0.3911,8.138094019439267e-05,0.08153654143402787
0.3916,8.12102910755543e-05,0.08153654135571986
0.3921,8.104007717507577e-05,0.08153654127772066
0.3926,8.087029683012555e-05,0.08153654120002829
0.3931,8.070094838633273e-05,0.08153654112264176
0.3936,8.053203019773237e-05,0.0815365410455591
0.3941,8.036354062671298e-05,0.08153654096877941
0.3946,8.019547804396275e-05,0.08153654089230082
0.3951,8.002784082841759e-05,0.08153654081612187
0.3956,7.986062736720906e-05,0.08153654074024129
0.3961,7.969383605561226e-05,0.08153654066465751
0.3966,7.95274652969946e-05,0.08153654058936884
0.3971,7.936151350276548e-05,0.08153654051437437
0.3976,7.91959790923247e-05,0.0815365404396726
0.3981,7.903086049301279e-05,0.08153654036526174
0.3986,7.88661561400615e-05,0.0815365402911408
0.3991,7.870186447654378e-05,0.08153654021730804
0.3996,7.853798395332506e-05,0.08153654014376212
0.4001,7.837451302901484e-05,0.0815365400705021
0.4006,7.821145016991747e-05,0.08153653999752605
0.4011,7.80487938499852e-05,0.08153653992483305
0.4016,7.788654255076974e-05,0.0815365398524211
0.4021,7.772469476137583e-05,0.0815365397802895
0.4026,7.756324897841363e-05,0.0815365397084368
0.4031,7.740220370595253e-05,0.0815365396368617
0.4036,7.72415574554746e-05,0.08153653956556246
0.4041,7.708130874582936e-05,0.0815365394945382
0.4046,7.692145610318779e-05,0.08153653942378761
0.4051,7.676199806099699e-05,0.08153653935330908
0.4056,7.660293315993575e-05,0.08153653928310138
0.4061,7.644425994787013e-05,0.08153653921316355
0.4066,7.628597697980857e-05,0.08153653914349407
0.4071,7.612808281785869e-05,0.08153653907409177
0.4076,7.597057603118337e-05,0.0815365390049551
0.4081,7.581345519595804e-05,0.08153653893608334
0.4086,7.565671889532692e-05,0.08153653886747486
0.4091,7.550036571936127e-05,0.08153653879912853
0.4096,7.534439426501658e-05,0.08153653873104301
0.4101,7.518880313609093e-05,0.08153653866321717
0.4106,7.503359094318311e-05,0.08153653859564979
0.4111,7.487875630365139e-05,0.08153653852833971
0.4116,7.472429784157234e-05,0.08153653846128558
0.4121,7.457021418770029e-05,0.08153653839448642
0.4126,7.441650397942644e-05,0.08153653832794071
0.4131,7.426316586073964e-05,0.0815365382616481
0.4136,7.41101984821847e-05,0.08153653819560606
0.4141,7.395760050082517e-05,0.08153653812981451
0.4146,7.380537058020215e-05,0.0815365380642719
0.4151,7.365350739029611e-05,0.08153653799897714
0.4156,7.3502009607488e-05,0.08153653793392895
0.4161,7.33508759145207e-05,0.08153653786912614
0.41659999999999997,7.32001050004616e-05,0.08153653780456867
0.41709999999999997,7.304969556066249e-05,0.08153653774025331
0.41759999999999997,7.28996462967251e-05,0.0815365376761804
0.41809999999999997,7.274995591646146e-05,0.08153653761234883
0.41859999999999997,7.260062313385723e-05,0.08153653754875705
0.4191,7.24516466690354e-05,0.08153653748540411
0.4196,7.230302524821938e-05,0.08153653742228899
0.4201,7.215475760369659e-05,0.08153653735941024
0.4206,7.200684247378284e-05,0.08153653729676734
0.4211,7.185927860278595e-05,0.08153653723435883
0.4216,7.171206474097073e-05,0.08153653717218365
0.4221,7.156519964452339e-05,0.08153653711024066
0.4226,7.141868207551698e-05,0.0815365370485294
0.4231,7.127251080187555e-05,0.0815365369870479
0.4236,7.112668459734101e-05,0.08153653692579585
0.4241,7.098120224143774e-05,0.08153653686477186
0.4246,7.083606251943921e-05,0.08153653680397525
0.4251,7.069126422233348e-05,0.08153653674340433
0.4256,7.054680614679061e-05,0.08153653668305869
0.4261,7.04026870951283e-05,0.08153653662293694
0.4266,7.025890587527958e-05,0.08153653656303828
0.4271,7.011546130075947e-05,0.08153653650336164
0.4276,6.997235219063253e-05,0.08153653644390602
0.4281,6.982957736948053e-05,0.08153653638467061
0.4286,6.968713566736975e-05,0.08153653632565382
0.4291,6.954502591982003e-05,0.08153653626685532
0.4296,6.940324696777212e-05,0.08153653620827397
0.4301,6.926179765755639e-05,0.0815365361499086
0.4306,6.912067684086184e-05,0.0815365360917584
0.4311,6.897988337470473e-05,0.08153653603382237
0.4316,6.883941612139783e-05,0.08153653597609942
0.4321,6.869927394851977e-05,0.08153653591858873
0.4326,6.855945572888463e-05,0.08153653586128946
0.4331,6.84199603405117e-05,0.08153653580420067
0.4336,6.828078666659527e-05,0.08153653574732111
0.4341,6.814193359547535e-05,0.08153653569065038
0.4346,6.800340002060722e-05,0.08153653563418668
0.4351,6.786518484053318e-05,0.08153653557792985
0.4356,6.772728695885243e-05,0.08153653552187896
0.4361,6.758970528419217e-05,0.08153653546603268
0.4366,6.74524387301795e-05,0.0815365354103908
0.4371,6.731548621541159e-05,0.08153653535495116
0.4376,6.717884666342901e-05,0.0815365352997142
0.4381,6.704251900268578e-05,0.08153653524467838
0.4386,6.690650216652243e-05,0.08153653518984282
0.4391,6.677079509313785e-05,0.0815365351352067
0.4396,6.663539672556168e-05,0.08153653508076916
0.4401,6.6500306011627e-05,0.08153653502652959
0.4406,6.636552190394262e-05,0.08153653497248656
0.4411,6.623104335986681e-05,0.0815365349186398
0.4416,6.609686934147944e-05,0.08153653486498792
0.4421,6.596299881555635e-05,0.08153653481153067
0.4426,6.582943075354169e-05,0.08153653475826658
0.4431,6.569616413152256e-05,0.08153653470519508
0.4436,6.556319793020232e-05,0.08153653465231545
0.4441,6.54305311348747e-05,0.08153653459962668
0.4446,6.529816273539796e-05,0.0815365345471279
0.4451,6.516609172616955e-05,0.08153653449481868
0.4456,6.503431710610007e-05,0.08153653444269784
0.4461,6.490283787858831e-05,0.08153653439076425
0.4466,6.477165305149654e-05,0.08153653433901777
0.4471,6.464076163712472e-05,0.08153653428745736
0.4476,6.451016265218627e-05,0.08153653423608209
0.4481,6.437985511778324e-05,0.08153653418489114
0.4486,6.424983805938205e-05,0.081536534133884
0.4491,6.412011050678892e-05,0.0815365340830596
0.4496,6.399067149412588e-05,0.0815365340324171
0.4501,6.386152005980688e-05,0.08153653398195587
0.4506,6.373265524651395e-05,0.08153653393167519
0.4511,6.360407610117333e-05,0.08153653388157421
0.4516,6.34757816749322e-05,0.08153653383165212
0.4521,6.33477710231354e-05,0.08153653378190834
0.4526,6.322004320530184e-05,0.0815365337323419
0.4531,6.3092597285102e-05,0.0815365336829521
0.4536,6.296543233033469e-05,0.08153653363373815
0.4541,6.28385474129044e-05,0.08153653358469917
0.4546,6.2711941608799e-05,0.08153653353583498
0.4551,6.258561399806657e-05,0.081536533487144
0.4556,6.245956366479418e-05,0.08153653343862641
0.4561,6.233378969708473e-05,0.08153653339028086
0.4566,6.220829118703555e-05,0.08153653334210663
0.4571,6.208306723071654e-05,0.08153653329410317
0.4576,6.195811692814827e-05,0.08153653324626979
0.4581,6.183343938328039e-05,0.08153653319860561
0.4586,6.170903370397039e-05,0.08153653315110992
0.4591,6.158489900196242e-05,0.0815365331037824
0.4596,6.146103439286564e-05,0.08153653305662185
0.4601,6.133743899613378e-05,0.08153653300962775
0.4606,6.121411193504397e-05,0.08153653296279942
0.4611,6.109105233667612e-05,0.08153653291613622
0.4616,6.096825933189223e-05,0.08153653286963726
0.4621,6.084573205531611e-05,0.08153653282330217
0.4626,6.072346964531268e-05,0.08153653277712977
0.4631,6.060147124396832e-05,0.08153653273111974
0.4636,6.04797359970705e-05,0.0815365326852718
0.4641,6.035826305408735e-05,0.08153653263958421
0.4646,6.023705156814911e-05,0.08153653259405737
0.4651,6.011610069602699e-05,0.08153653254868984
0.4656,5.999540959811487e-05,0.08153653250348153
0.4661,5.987497743840895e-05,0.08153653245843151
0.4666,5.975480338448886e-05,0.08153653241353893
0.4671,5.963488660749857e-05,0.08153653236880329
0.4676,5.9515226282127213e-05,0.08153653232422411
0.4681,5.939582158659002e-05,0.0815365322798006
0.4686,5.927667170260968e-05,0.08153653223553212
0.4691,5.915777581539759e-05,0.08153653219141814
0.4696,5.903913311363523e-05,0.08153653214745774
0.4701,5.892074278945586e-05,0.0815365321036506
0.4706,5.8802604038426005e-05,0.08153653205999573
0.4711,5.868471605952758e-05,0.0815365320164933
0.4716,5.8567078055138914e-05,0.08153653197314152
0.4721,5.844968923101801e-05,0.08153653192994062
0.4726,5.833254879628372e-05,0.08153653188688953
0.4731,5.821565596339851e-05,0.08153653184398832
0.4736,5.809900994815022e-05,0.08153653180123557
0.4741,5.7982609969635106e-05,0.08153653175863078
0.4746,5.78664552502404e-05,0.08153653171617369
0.4751,5.7750545015626625e-05,0.08153653167386374
0.4756,5.763487849471052e-05,0.08153653163170009
0.4761,5.751945491964807e-05,0.08153653158968231
0.4766,5.740427352581732e-05,0.08153653154780956
0.4771,5.7289333551801854e-05,0.08153653150608155
0.4776,5.717463423937338e-05,0.08153653146449716
0.4781,5.706017483347595e-05,0.08153653142305659
0.4786,5.694595458220855e-05,0.08153653138175897
0.4791,5.6831972736808744e-05,0.08153653134060304
0.4796,5.671822855163708e-05,0.0815365312995889
0.48009999999999997,5.660472128416006e-05,0.08153653125871603
0.48059999999999997,5.649145019493418e-05,0.08153653121798381
0.48109999999999997,5.6378414547589806e-05,0.08153653117739139
0.4816,5.626561360881556e-05,0.08153653113693855
0.4821,5.6153046648341944e-05,0.08153653109662429
0.4826,5.6040712938926196e-05,0.0815365310564486
0.4831,5.592861175633585e-05,0.08153653101641031
0.4836,5.581674237933412e-05,0.08153653097650956
0.4841,5.5705104089663425e-05,0.0815365309367451
0.4846,5.5593696172030886e-05,0.0815365308971169
0.4851,5.5482517914092555e-05,0.0815365308576244
0.4856,5.537156860643828e-05,0.0815365308182668
0.4861,5.526084754257663e-05,0.08153653077904338
0.4866,5.515035401892028e-05,0.08153653073995407
0.4871,5.50400873347704e-05,0.08153653070099784
0.4876,5.493004679230265e-05,0.08153653066217477
0.4881,5.482023169655174e-05,0.08153653062348416
0.4886,5.4710641355397064e-05,0.08153653058492517
0.4891,5.460127507954833e-05,0.08153653054649734
0.4896,5.4492132182531054e-05,0.0815365305082004
0.4901,5.438321198067192e-05,0.08153653047003367
0.4906,5.4274513793084706e-05,0.08153653043199638
0.4911,5.416603694165658e-05,0.08153653039408902
0.4916,5.405778075103259e-05,0.08153653035630978
0.4921,5.394974454860334e-05,0.08153653031865868
0.4926,5.3841927664490094e-05,0.08153653028113546
0.4931,5.373432943153096e-05,0.08153653024373937
0.4936,5.362694918526749e-05,0.08153653020647002
0.4941,5.351978626393068e-05,0.08153653016932688
0.4946,5.3412840008427436e-05,0.08153653013230898
0.4951,5.3306109762327456e-05,0.08153653009541667
0.4956,5.319959487184917e-05,0.08153653005864908
0.4961,5.3093294685846676e-05,0.08153653002200549
0.4966,5.298720855579667e-05,0.08153652998548563
0.4971,5.288133583578505e-05,0.08153652994908923
0.4976,5.277567588249365e-05,0.08153652991281536
0.4981,5.2670228055187584e-05,0.08153652987666382
0.4986,5.2564991715702086e-05,0.08153652984063423
0.4991,5.245996622842951e-05,0.08153652980472587
0.4996,5.2355150960306704e-05,0.08153652976893808
0.5001,5.225054528080263e-05,0.08153652973327132
0.5006,5.2146148561904584e-05,0.08153652969772371
0.5011,5.2041960178107215e-05,0.08153652966229573
0.5016,5.193797950639885e-05,0.08153652962698715
0.5021,5.183420592624931e-05,0.08153652959179693
0.5026,5.173063881959781e-05,0.08153652955672455
0.5031,5.162727757084075e-05,0.08153652952176994
0.5036,5.15241215668191e-05,0.0815365294869326
0.5041,5.142117019680657e-05,0.08153652945221174
0.5046,5.131842285249762e-05,0.08153652941760722
0.5051,5.121587892799519e-05,0.08153652938311821
0.5056,5.111353781979928e-05,0.0815365293487451
0.5061,5.1011398926794285e-05,0.08153652931448642
0.5066,5.090946165023818e-05,0.08153652928034229
0.5071,5.080772539375035e-05,0.08153652924631248
0.5076,5.070618956329958e-05,0.08153652921239585
0.5081,5.0604853567193474e-05,0.08153652917859283
0.5086,5.050371681606588e-05,0.08153652914490232
0.5091,5.0402778722866257e-05,0.0815365291113241
0.5096,5.030203870284788e-05,0.08153652907785751
0.5101,5.0201496173557016e-05,0.0815365290445029
0.5106,5.010115055482079e-05,0.08153652901125873
0.5111,5.0001001268737256e-05,0.08153652897812544
0.5116,4.990104773966329e-05,0.0815365289451025
0.5121,4.980128939420393e-05,0.08153652891218897
0.5126,4.970172566120158e-05,0.08153652887938483
0.5131,4.960235597172492e-05,0.08153652884668983
0.5136,4.950317975905793e-05,0.08153652881410309
0.5141,4.940419645868939e-05,0.08153652878162426
0.5146,4.930540550830223e-05,0.08153652874925338
0.5151,4.920680634776246e-05,0.08153652871698984
0.5156,4.9108398419108914e-05,0.0815365286848331
0.5161,4.9010181166542624e-05,0.08153652865278281
0.5166,4.8912154036416416e-05,0.08153652862083832
0.5171,4.881431647722465e-05,0.08153652858900004
0.5176,4.8716667939592246e-05,0.08153652855726655
0.5181,4.8619207876265256e-05,0.08153652852563802
0.5186,4.852193574210021e-05,0.0815365284941143
0.5191,4.8424850994053724e-05,0.0815365284626945
0.5196,4.83279530911728e-05,0.08153652843137824
0.5201,4.8231241494584624e-05,0.0815365284001652
0.5206,4.813471566748672e-05,0.08153652836905537
0.5211,4.803837507513654e-05,0.0815365283380477
0.5216,4.7942219184842405e-05,0.08153652830714263
0.5221,4.784624746595263e-05,0.08153652827633893
0.5226,4.7750459389846905e-05,0.08153652824563686
0.5231,4.7654854429925665e-05,0.08153652821503593
0.5236,4.755943206160078e-05,0.08153652818453502
0.5241,4.7464191762286394e-05,0.08153652815413497
0.5246,4.7369133011388484e-05,0.08153652812383455
0.5251,4.727425529029614e-05,0.08153652809363374
0.5256,4.717955808237183e-05,0.08153652806353212
0.5261,4.708504087294182e-05,0.08153652803352891
0.5266,4.6990703149287516e-05,0.08153652800362443
0.5271,4.6896544400635384e-05,0.08153652797381801
0.5276,4.680256411814821e-05,0.08153652794410905
0.5281,4.6708761794915934e-05,0.08153652791449763
0.5286,4.661513692594628e-05,0.08153652788498304
0.5291,4.652168900815599e-05,0.08153652785556531
0.5296,4.642841754036143e-05,0.08153652782624345
0.5301,4.633532202327017e-05,0.0815365277970177
0.5306,4.6242401959471725e-05,0.08153652776788796
0.5311,4.614965685342816e-05,0.08153652773885227
0.5316,4.605708621146697e-05,0.0815365277099123
0.5321,4.596468954177027e-05,0.08153652768106677
0.5326,4.5872466354367325e-05,0.08153652765231495
0.5331,4.5780416161125714e-05,0.08153652762365704
0.5336,4.568853847574257e-05,0.08153652759509282
0.5341,4.559683281373588e-05,0.0815365275666216
0.5346,4.550529869243636e-05,0.08153652753824339
0.5351,4.54139356309784e-05,0.08153652750995719
0.5356,4.532274315029246e-05,0.08153652748176324
0.5361,4.523172077309596e-05,0.08153652745366116
0.5366,4.5140868023885325e-05,0.08153652742565053
0.5371,4.505018442892738e-05,0.0815365273977305
0.5376,4.4959669516251976e-05,0.08153652736990206
0.5381,4.4869322815642375e-05,0.08153652734216367
0.5386,4.4779143858628405e-05,0.08153652731451529
0.5391,4.468913217847777e-05,0.08153652728695684
0.5396,4.459928731018806e-05,0.08153652725948782
0.5401,4.450960879047874e-05,0.08153652723210784
0.5406,4.442009615778338e-05,0.08153652720481686
0.5411,4.433074895224128e-05,0.08153652717761402
0.5416,4.42415667156903e-05,0.08153652715049957
0.5421,4.415254899165834e-05,0.08153652712347316
0.5426,4.4063695325355895e-05,0.08153652709653421
0.5431,4.397500526366819e-05,0.08153652706968224
0.5436,4.3886478355147674e-05,0.08153652704291715
0.5441,4.379811415000626e-05,0.08153652701623902
0.5446,4.370991220010743e-05,0.08153652698964697
0.5451,4.3621872058959124e-05,0.08153652696314093
0.5456,4.3533993281705846e-05,0.08153652693672041
0.5461,4.3446275425121455e-05,0.08153652691038549
0.5466,4.335871804760143e-05,0.08153652688413554
0.5471,4.3271320709155535e-05,0.08153652685797001
0.5476,4.318408297140084e-05,0.08153652683188921
0.5481,4.309700439755376e-05,0.08153652680589266
0.5486,4.301008455242309e-05,0.08153652677997973
0.5491,4.2923323002402896e-05,0.08153652675415068
0.5496,4.283671931546494e-05,0.08153652672840464
0.5501,4.2750273061151844e-05,0.08153652670274154
0.5506,4.2663983810569775e-05,0.08153652667716106
0.5511,4.257785113638146e-05,0.08153652665166305
